date,temperature,temp_n_stations
2023-12-13,41.49405992136026,941
2023-12-14,42.211565438894795,941
2023-12-15,44.36959389596603,942
2023-12-16,44.843753391489365,940
2023-12-17,44.79589247765958,940
2023-12-18,43.3083874208289,941
2023-12-19,42.02866411395101,939
2023-12-20,44.14114754042553,940
2023-12-21,45.32718517978723,940
2023-12-22,45.386850687234045,940
2023-12-23,46.11490389552239,938
2023-12-24,44.76031062486602,933
2023-12-25,41.947441357296135,932
2023-12-26,41.682904514438505,935
2023-12-27,41.840839868449194,935
2023-12-28,40.77652610470086,936
2023-12-29,40.53800057754011,935
2023-12-30,40.32847431437768,932
2023-12-31,39.66092714270386,932
2024-01-01,38.07387167414404,847
2024-01-02,36.820680929411765,850
2024-01-03,37.29874952230047,852
2024-01-04,37.29135145550351,854
2024-01-05,36.83075586885246,854
2024-01-06,36.35998622941177,850
2024-01-07,36.1403297196702,849
2024-01-08,35.2977538,850
2024-01-09,36.39275574765258,852
2024-01-10,37.55380104347826,851
2024-01-11,36.389742517038776,851
2024-01-12,33.20867792488263,852
2024-01-13,28.857040972941178,850
2024-01-14,25.223070590588236,850
2024-01-15,22.12091527230047,852
2024-01-16,23.544174064705885,850
2024-01-17,29.417649413915093,848
2024-01-18,34.75008083589138,847
2024-01-19,31.480887153301886,848
2024-01-20,29.576755070588234,850
2024-01-21,33.255728,848
2024-01-22,38.56502975910693,851
2024-01-23,42.722290555294116,850
2024-01-24,43.77300941627358,848
2024-01-25,45.315009844705884,850
2024-01-26,44.62538795641932,849
2024-01-27,43.92340505771496,849
2024-01-28,44.2675270882353,850
2024-01-29,44.59411183882353,850
2024-01-30,44.72563769320843,854
2024-01-31,45.40152403629977,854
2024-02-01,45.9236945418139,849
2024-02-02,44.69765444876325,849
2024-02-03,42.0117036162928,847
2024-02-04,41.68109842502952,847
2024-02-05,42.693609021251476,847
2024-02-06,42.95227544470588,850
2024-02-07,43.122818767962315,849
2024-02-08,44.83818476588235,850
2024-02-09,45.060002585394585,849
2024-02-10,42.558061831168835,847
2024-02-11,41.03757235106383,846
2024-02-12,40.72633762588236,850
2024-02-13,41.191735083529416,850
2024-02-14,42.20871153773585,848
2024-02-15,43.42370803411765,850
2024-02-16,39.92152553482881,847
2024-02-17,34.22455630070755,848
2024-02-18,37.96034234474616,847
2024-02-19,42.517491505910165,846
2024-02-20,46.11541339834515,846
2024-02-21,48.51723453246753,847
2024-02-22,48.61174621040189,846
2024-02-23,47.23066142384888,847
2024-02-24,45.25129700236967,844
2024-02-25,48.57591315183868,843
2024-02-26,52.46133976477542,846
2024-02-27,49.908194552538376,847
2024-02-28,43.39858798,850
2024-02-29,41.61870009753232,851
2024-03-01,45.01469157459207,858
2024-03-02,48.08673989148192,857
2024-03-03,49.16943769778296,857
2024-03-04,49.704672019767436,860
2024-03-05,48.59475172780374,856
2024-03-06,48.64001716452742,857
2024-03-07,47.61266258556461,859
2024-03-08,46.70564115151515,858
2024-03-09,44.77626787179487,858
2024-03-10,46.00576262222223,855
2024-03-11,48.95587842191143,858
2024-03-12,52.395730219369895,857
2024-03-13,52.66954560630841,856
2024-03-14,52.193947672897195,856
2024-03-15,49.84215521662764,854
2024-03-16,50.1338664021102,853
2024-03-17,48.7348161880141,851
2024-03-18,46.61112918661972,852
2024-03-19,48.72026613380282,852
2024-03-20,49.69483922196262,856
2024-03-21,48.34435439578454,854
2024-03-22,48.907810451990635,854
2024-03-23,47.1866650996483,853
2024-03-24,44.781130921911426,858
2024-03-25,46.724183282887076,859
2024-03-26,45.6005101287703,862
2024-03-27,46.164647087861276,865
2024-03-28,49.31910535697675,860
2024-03-29,50.47177627262181,862
2024-03-30,51.7368219616279,860
2024-03-31,51.734810008158505,858
2024-04-01,52.88107202290951,873
2024-04-02,52.98930372571429,875
2024-04-03,51.430226896,875
2024-04-04,50.39766037714286,875
2024-04-05,49.75664600228833,874
2024-04-06,47.818530828178694,873
2024-04-07,50.093334289655175,870
2024-04-08,54.03927012270642,872
2024-04-09,56.160927839265206,871
2024-04-10,56.21851529850747,871
2024-04-11,57.05464371444955,872
2024-04-12,58.44644572477064,872
2024-04-13,58.715392781859926,871
2024-04-14,60.83454055912744,871
2024-04-15,60.20156032989691,873
2024-04-16,61.001918952000004,875
2024-04-17,60.13551348,875
2024-04-18,57.514024416666665,876
2024-04-19,55.739526584000004,875
2024-04-20,54.29414223940435,873
2024-04-21,54.34847356192661,872
2024-04-22,57.06289363272312,874
2024-04-23,58.42947648512586,874
2024-04-24,58.40609160228572,875
2024-04-25,57.02435992351598,876
2024-04-26,57.2918411391106,877
2024-04-27,59.615725387614674,872
2024-04-28,60.41500827293578,872
2024-04-29,61.70067184765177,873
2024-04-30,61.05662118628571,875
2024-05-01,61.375299683789954,876
2024-05-02,61.35542768114286,875
2024-05-03,61.09942189041096,876
2024-05-04,60.50876704805492,874
2024-05-05,59.26614898167239,873
2024-05-06,59.82219947247707,872
2024-05-07,62.1029498859447,868
2024-05-08,62.30786743448276,870
2024-05-09,61.59067948623853,872
2024-05-10,61.56069280870561,873
2024-05-11,62.37767326291619,871
2024-05-12,64.16645615517241,870
2024-05-13,65.53689335771429,875
2024-05-14,64.83136183867276,874
2024-05-15,65.4425558027366,877
2024-05-16,66.181148336,875
2024-05-17,66.74228707586207,870
2024-05-18,67.26733379976984,869
2024-05-19,67.94784226804124,873
2024-05-20,65.84322098744292,876
2024-05-21,66.38644472862029,877
2024-05-22,67.21375501254276,877
2024-05-23,66.27034945330297,878
2024-05-24,66.59850210921502,879
2024-05-25,66.14759327220956,878
2024-05-26,67.6132924086758,876
2024-05-27,68.58817834324942,874
2024-05-28,68.91670215437003,881
2024-05-29,67.67874255808655,878
2024-05-30,66.17857153968254,882
2024-05-31,67.43319012031782,881
2024-06-01,68.93766509389141,884
2024-06-02,70.10767323103057,883
2024-06-03,71.3934045583239,883
2024-06-04,72.72218982672706,883
2024-06-05,74.07227490497738,884
2024-06-06,75.12986296384182,885
2024-06-07,74.81233347570623,885
2024-06-08,72.99001503628118,882
2024-06-09,71.951902725,880
2024-06-10,70.4769308197279,882
2024-06-11,71.98055245361991,884
2024-06-12,75.16291229591837,882
2024-06-13,76.32385644659091,880
2024-06-14,75.44412870534698,879
2024-06-15,74.53260108105023,876
2024-06-16,73.86987672146118,876
2024-06-17,73.77627483085715,875
2024-06-18,72.01174387243735,878
2024-06-19,73.17361351308305,879
2024-06-20,75.01589578677309,877
2024-06-21,75.8628827258248,879
2024-06-22,78.04716693500569,877
2024-06-23,79.36416210514285,875
2024-06-24,79.24972006150342,878
2024-06-25,79.41969882896237,877
2024-06-26,77.56306327771429,875
2024-06-27,75.1017575518814,877
2024-06-28,74.7484540763968,877
2024-06-29,76.77107805949656,874
2024-06-30,76.59819504004577,874
2024-07-01,74.46879143935926,874
2024-07-02,75.79931815981735,876
2024-07-03,77.48990749942988,877
2024-07-04,77.35162624515394,877
2024-07-05,77.4605714760274,876
2024-07-06,77.82466651088203,873
2024-07-07,77.73554699541285,872
2024-07-08,78.18333746057144,875
2024-07-09,78.73051665272938,861
2024-07-10,79.44354824798154,867
2024-07-11,79.9408676367816,870
