date,pct_respiratory,pm25,pm25_n_stations,no2,no2_n_stations,ozone,ozone_n_stations,temperature,temp_n_stations,humidity,humidity_n_stations
2023-05-17,10.91,7.596075986928105,2448,6.152609110849057,424,0.04013709155485399,1267,64.88740818042812,981,55.28085726699029,412
2023-05-18,10.66,9.545877329109468,2841,6.7194630372093025,430,0.04117031987075929,1238,64.40574401019367,981,57.096027389294406,411
2023-05-19,10.29,10.981954226407451,2469,6.17434813255814,430,0.037751705882352944,1241,65.65624727319062,981,61.90227973607748,413
2023-05-20,10.95,10.414603377804976,2451,4.897256883449883,429,0.034709110751818914,1237,65.70832895603272,978,61.51389764320388,412
2023-05-21,11.71,10.90322740832106,2716,4.8319589207459215,429,0.03740940728744939,1235,66.59382223848516,977,57.13345199514563,412
2023-05-22,10.7,11.875217657282743,2451,6.885278652777777,432,0.04128096839546191,1234,67.25494535300102,983,55.72616872639225,413
2023-05-23,10.57,11.92219340862841,2457,7.041896085253456,434,0.04142722745735175,1231,67.24382443699187,984,57.630980922330096,412
2023-05-24,10.49,10.807368844087897,2867,6.7864916050808315,433,0.04201138665594856,1244,65.85614052690356,985,59.23745366343825,413
2023-05-25,10.35,7.399435891825945,2459,5.4854304,435,0.04040954065040651,1230,64.25587323045686,985,56.198138046116505,412
2023-05-26,10.02,7.109856876022913,2444,6.27518119630485,433,0.04193230719482619,1237,64.67851437804879,984,55.96552774271844,412
2023-05-27,10.85,7.050785418329637,2706,5.332192933179724,434,0.043458648,1250,65.85634585670732,984,54.77870509002433,411
2023-05-28,11.58,7.224364196054255,2433,4.736133116009281,431,0.042204469205834684,1234,66.70217212207527,983,57.37977257420925,411
2023-05-29,11.99,7.632866522134878,2417,4.503146271028037,428,0.04173128200972447,1234,68.06585746122448,980,56.68095622249389,409
2023-05-30,10.58,8.645351035112862,2791,6.1602338232558145,430,0.04031483954619124,1234,68.46207663857868,985,56.16804017274939,411
2023-05-31,10.37,9.208431082135524,2435,6.563939278422273,431,0.039892288082083664,1267,69.1220045704154,987,57.42592208937198,414
2023-06-01,10.12,10.22272518647541,2440,7.042100778290993,433,0.04133159797033568,1281,69.59086488145897,987,59.21586495923261,417
2023-06-02,9.75,10.790910059970567,2718,7.404094868663594,434,0.043987615019762845,1265,70.33857975865581,982,59.71823017505995,417
2023-06-03,10.34,10.841078389413212,2437,5.299087300925926,432,0.043194187096774195,1240,69.6789746401631,981,59.987415539568346,417
2023-06-04,10.93,10.963513645721372,2419,4.198697171693736,431,0.04090472712550607,1235,68.75423006639429,979,58.95106931490385,416
2023-06-05,9.74,12.91020416143814,2837,6.452140705069124,434,0.041317023405972556,1239,68.6361871141692,981,57.95627223076924,416
2023-06-06,9.85,19.481366008571428,2450,6.9783906201373,437,0.0435553577170418,1244,68.64588731605691,984,57.87571460047847,418
2023-06-07,9.57,18.08589334262295,2440,7.039956752293578,436,0.0408637,1240,67.57357198680202,985,60.29261043914081,419
2023-06-08,9.56,17.42890920228867,2709,6.856885392201835,436,0.04022739854486661,1237,67.45345186497462,985,59.115256107655505,418
2023-06-09,9.33,14.845054901960784,2448,6.782687306451613,434,0.04084474536663981,1241,68.36693457505072,986,57.759312736842105,418
2023-06-10,9.82,13.841592036065574,2440,5.550094635103926,433,0.043646549193548385,1240,68.71733969004065,984,60.25819585851319,417
2023-06-11,10.37,11.749950912424351,2809,4.073801295081967,427,0.03929497644191714,1231,68.13605942929807,983,64.78812320432692,416
2023-06-12,9.44,9.473439952085915,2421,4.93826475462963,432,0.03689066558441559,1232,67.32238989329268,984,66.21781675059952,417
2023-06-13,9.24,8.908993907263028,2437,5.839751678160919,435,0.038504581508515816,1233,67.9822361453252,984,63.71510952997602,417
2023-06-14,9.22,10.291131644469107,2703,6.004809164383562,438,0.03804774939369442,1237,69.39082720977596,982,62.47409705023924,418
2023-06-15,8.85,11.301768685457516,2448,6.0187103940774485,439,0.03813411129163282,1231,69.48060296243655,985,62.61302937889688,417
2023-06-16,8.68,12.474679072156542,2453,6.118309764976958,434,0.037889702526487365,1227,69.19043490621814,981,61.27854050359712,417
2023-06-17,9.03,16.019251811103352,2864,4.972767262672811,434,0.0400369959049959,1221,70.72977167315574,976,58.646536881927716,415
2023-06-18,9.56,13.931107451294697,2433,4.143999930555555,432,0.03936544526748972,1215,71.5354078534836,976,57.10450511352657,414
2023-06-19,8.9,11.62311062355372,2420,4.943441935483872,434,0.039168937704918035,1220,72.00856889150461,977,57.775438667475726,412
2023-06-20,8.76,10.865852501124438,2668,5.187853949656751,437,0.03882036025848142,1238,71.4042629389002,982,57.808722313253014,415
2023-06-21,8.57,9.372619775216137,2429,5.531840322654462,437,0.038264526742301457,1234,70.74576607309645,985,57.580128148681055,417
2023-06-22,8.44,7.76904320306038,2418,5.450764739631337,434,0.03537026645519429,1261,70.28060311437247,988,59.271237992771084,415
2023-06-23,8.29,8.383410008282318,2777,5.66515304347826,437,0.03488644524959742,1242,71.13355864741642,987,60.72618550843374,415
2023-06-24,8.56,8.962271084583334,2400,5.092765664351852,432,0.03703818087649403,1255,72.95137333231708,984,58.40461257004831,414
2023-06-25,8.99,8.692486378705636,2395,4.226235894613583,427,0.037462214743589746,1248,74.12349021928935,985,56.14588140096618,414
2023-06-26,8.17,10.721370139173304,2637,5.426863699074074,432,0.0372357982243745,1239,73.91451307598784,987,56.62101120673076,416
2023-06-27,8.09,15.688653126341865,2422,5.702602158986175,434,0.03759765189363417,1241,73.5587383915237,991,58.980062930622005,418
2023-06-28,8.17,19.499626390961858,2412,5.855188840277777,432,0.04017887177482408,1279,73.86276032894736,988,59.269631925837324,418
2023-06-29,7.96,21.150337238212526,2842,6.323248427251732,433,0.041134491777603754,1277,75.07498968452983,989,58.500926482014385,417
2023-06-30,7.76,18.165050197188922,2419,7.243344628504673,428,0.04113012197028929,1279,76.53186745233266,986,57.61191883894231,416
2023-07-01,8.14,14.217305490549828,2328,5.545716508235294,425,0.03970955177993528,1236,77.17870200411099,973,57.3010781642512,414
2023-07-02,8.62,10.611865374464772,2569,4.643904772833723,427,0.036873128267973856,1224,77.3047075405961,973,56.27689173188406,414
2023-07-03,7.95,8.917740436123347,2270,5.463393960465116,430,0.03695530226904376,1234,77.37670047191011,979,55.16056272048193,415
2023-07-04,8.49,11.917090630890053,2292,4.772655482352941,425,0.035770687296416935,1228,76.04369442169909,977,57.91603713075061,413
2023-07-05,7.78,11.24589585995458,2642,5.906904077102804,428,0.03516222024291498,1235,75.85224824387754,980,58.62972233975904,415
2023-07-06,7.73,8.018694801503095,2262,6.05629772027972,429,0.03479908930008045,1243,75.12262289897959,980,58.285473255421685,415
2023-07-07,7.66,7.441219203646065,2249,5.4712805397196265,428,0.03483972594987874,1237,74.4511585367347,980,58.57886523373494,415
2023-07-08,8.2,7.188974596191986,2521,4.5352929834905655,424,0.0346636639544345,1229,74.46874979345604,978,60.35766880145279,413
2023-07-09,8.52,6.690309838294092,2251,3.874720147342995,414,0.033233482843137256,1224,74.84400090246406,974,58.72749460583942,411
2023-07-10,7.77,7.172908455615942,2208,5.592503106888361,421,0.03548199270072992,1233,76.34670635378322,978,54.90608607748184,413
2023-07-11,7.72,7.916141145552561,2597,6.339285779620853,422,0.03747401775625504,1239,77.44131690602656,979,50.65201260869565,414
2023-07-12,7.69,8.470470956900504,2181,6.454529267772512,422,0.03668666531932094,1237,78.09700754376931,971,50.6712584842615,413
2023-07-13,7.57,8.05840357827476,2191,6.066957849056604,424,0.035753543602281994,1227,78.73585890824744,970,52.0566782276029,413
2023-07-14,7.49,8.678416308261404,2433,6.434973895981088,423,0.03624672608340147,1223,78.57220382730092,967,54.25660195620438,411
2023-07-15,7.82,11.238027547761883,2167,5.376535014492753,414,0.03458504773462783,1236,78.72674706139438,961,55.57511236585366,410
2023-07-16,8.28,13.890094593503479,2155,4.73344281686747,415,0.03446156750202102,1237,78.92447890093848,959,55.32013492665036,409
2023-07-17,7.62,17.807892384615386,2509,6.343786885167464,418,0.036105999188311685,1232,79.32591313291796,963,52.30505848668281,413
2023-07-18,7.71,14.76995471197411,2163,6.364390119331742,419,0.03571712296416938,1228,79.05125952182952,962,52.793861762135926,412
2023-07-19,7.68,11.918902556734318,2168,6.447620774881517,422,0.034935121138211386,1230,78.71093236994818,965,55.38366371186441,413
2023-07-20,7.54,10.671418304098362,2440,6.3252677129411765,425,0.037240582587469484,1229,78.50286853678756,965,56.34378899270073,411
2023-07-21,7.51,9.076801484521575,2132,6.126825938679246,424,0.035423782467532465,1232,77.82400486344538,952,55.227025474327625,409
2023-07-22,7.92,8.884499328651685,2136,5.37941206855792,423,0.03465287957689178,1229,78.23110525236594,951,51.228315767726166,409
2023-07-23,8.53,10.538103121200159,2533,5.157821476190476,420,0.036736002429149796,1235,78.87184111671924,951,51.12896517359413,409
2023-07-24,7.79,11.614759691553896,2143,6.793618241706161,422,0.03793783414239482,1236,79.42435292654774,953,53.127071009779954,409
2023-07-25,7.91,12.950975976851852,2160,7.2243458199052135,422,0.0396151319388576,1243,80.08709076285415,953,52.86787084184915,411
2023-07-26,7.92,12.929196667220607,2407,6.744241066350711,422,0.04016956500802568,1246,80.45932960229645,958,50.80869412348668,413
2023-07-27,7.77,11.672861413023256,2150,6.254855541860466,430,0.03798636392914653,1242,80.5886883696781,963,52.4807419686747,415
2023-07-28,7.7,10.433321774268464,2153,6.337318280742459,431,0.038440277551020405,1225,80.38503013513514,962,52.12523872463768,414
2023-07-29,8.13,8.050076157080523,2521,4.884370759345795,428,0.034547168170631665,1219,79.30569667640918,958,53.5625492566586,413
2023-07-30,8.58,6.921853259552656,2146,4.358174162352941,425,0.033299901054339005,1233,78.34709697803346,956,51.36959878345499,411
2023-07-31,8.12,7.920560579878901,2147,6.2452327006960555,431,0.034986748981255096,1227,77.24025887682673,958,54.29597152173913,414
2023-08-01,8.21,8.21712081550916,2347,6.224381233100233,429,0.03620385481239804,1226,76.62693772285418,967,55.87849447242206,417
2023-08-02,8.24,8.759833661736641,2096,6.381524429906542,428,0.036868159705159706,1221,76.19335649948293,967,58.00234977511962,418
2023-08-03,8.24,9.145188698473284,2096,6.229320046948357,426,0.036786771241830066,1224,75.99551847772021,965,60.68282301913875,418
2023-08-04,8.08,10.142912241819634,2506,6.01325318501171,427,0.035950525630593984,1229,76.41547554093263,965,61.049178776978415,417
