date,no2,no2_n_stations
2023-03-09,8.305295107226108,429
2023-03-10,7.613721262295082,427
2023-03-11,5.035805035377359,424
2023-03-12,5.107432529550827,423
2023-03-13,6.870449913145539,426
2023-03-14,6.344382134117647,425
2023-03-15,7.266918077464789,426
2023-03-16,8.448783190588236,425
2023-03-17,8.108730070422535,426
2023-03-18,6.090909082742317,423
2023-03-19,5.149387848341232,422
2023-03-20,7.897927284382285,429
2023-03-21,8.394718456674473,427
2023-03-22,7.512019477751757,427
2023-03-23,7.203172788732395,426
2023-03-24,6.419237850815851,429
2023-03-25,5.877338097902098,429
2023-03-26,6.140763228235294,425
2023-03-27,8.373318981395348,430
2023-03-28,8.502031362586605,433
2023-03-29,8.086567124711316,433
2023-03-30,7.339056324825986,431
2023-03-31,7.875101421296296,432
2023-04-01,6.245512623255814,430
2023-04-02,4.93633471495327,428
2023-04-03,6.412884956018519,432
2023-04-04,6.1334652529002325,431
2023-04-05,6.80509119630485,433
2023-04-06,7.830281509216589,434
2023-04-07,6.993720132867133,429
2023-04-08,6.041517552447552,429
2023-04-09,6.692491079439253,428
2023-04-10,9.233911758700696,431
2023-04-11,8.670321240184757,433
2023-04-12,7.649996419354839,434
2023-04-13,7.930851351851851,432
2023-04-14,8.082894102088167,431
2023-04-15,6.027158540603248,431
2023-04-16,5.043013397674419,430
2023-04-17,6.070000456018518,432
2023-04-18,6.2474897558139535,430
2023-04-19,6.816790339578454,427
2023-04-20,7.6910633488372095,430
2023-04-21,7.869009305555556,432
2023-04-22,5.385016889929743,427
2023-04-23,4.383002826603325,421
2023-04-24,6.253629487238979,431
2023-04-25,6.893136174712644,435
2023-04-26,7.774168181609196,435
2023-04-27,7.880652300230947,433
2023-04-28,7.115132180555555,432
2023-04-29,5.824419925058549,427
2023-04-30,4.521308146572104,423
2023-05-01,5.19741811627907,430
2023-05-02,5.723319654292343,431
2023-05-03,6.550093358796296,432
2023-05-04,6.562268848484848,429
2023-05-05,6.18410427039627,429
2023-05-06,5.090001420187793,426
2023-05-07,4.55243037735849,424
2023-05-08,5.757468673659673,429
2023-05-09,6.310781469907408,432
2023-05-10,6.917934445221445,429
2023-05-11,7.236366981220657,426
2023-05-12,7.404630914893617,423
2023-05-13,5.4316809689737475,419
2023-05-14,3.993357788095238,420
2023-05-15,6.363401444444444,423
2023-05-16,7.079936273584906,424
2023-05-17,6.152609110849057,424
2023-05-18,6.7194630372093025,430
2023-05-19,6.17434813255814,430
2023-05-20,4.897256883449883,429
2023-05-21,4.8319589207459215,429
2023-05-22,6.885278652777777,432
2023-05-23,7.041896085253456,434
2023-05-24,6.7864916050808315,433
2023-05-25,5.4854304,435
2023-05-26,6.27518119630485,433
2023-05-27,5.332192933179724,434
2023-05-28,4.736133116009281,431
2023-05-29,4.503146271028037,428
2023-05-30,6.1602338232558145,430
2023-05-31,6.563939278422273,431
2023-06-01,7.042100778290993,433
2023-06-02,7.404094868663594,434
2023-06-03,5.299087300925926,432
2023-06-04,4.198697171693736,431
2023-06-05,6.452140705069124,434
2023-06-06,6.9783906201373,437
2023-06-07,7.039956752293578,436
2023-06-08,6.856885392201835,436
2023-06-09,6.782687306451613,434
2023-06-10,5.550094635103926,433
2023-06-11,4.073801295081967,427
2023-06-12,4.93826475462963,432
2023-06-13,5.839751678160919,435
2023-06-14,6.004809164383562,438
2023-06-15,6.0187103940774485,439
2023-06-16,6.118309764976958,434
2023-06-17,4.972767262672811,434
2023-06-18,4.143999930555555,432
2023-06-19,4.943441935483872,434
2023-06-20,5.187853949656751,437
2023-06-21,5.531840322654462,437
2023-06-22,5.450764739631337,434
2023-06-23,5.66515304347826,437
2023-06-24,5.092765664351852,432
2023-06-25,4.226235894613583,427
2023-06-26,5.426863699074074,432
2023-06-27,5.702602158986175,434
2023-06-28,5.855188840277777,432
2023-06-29,6.323248427251732,433
2023-06-30,7.243344628504673,428
2023-07-01,5.545716508235294,425
2023-07-02,4.643904772833723,427
2023-07-03,5.463393960465116,430
2023-07-04,4.772655482352941,425
2023-07-05,5.906904077102804,428
2023-07-06,6.05629772027972,429
2023-07-07,5.4712805397196265,428
2023-07-08,4.5352929834905655,424
2023-07-09,3.874720147342995,414
2023-07-10,5.592503106888361,421
2023-07-11,6.339285779620853,422
2023-07-12,6.454529267772512,422
2023-07-13,6.066957849056604,424
2023-07-14,6.434973895981088,423
2023-07-15,5.376535014492753,414
2023-07-16,4.73344281686747,415
2023-07-17,6.343786885167464,418
2023-07-18,6.364390119331742,419
2023-07-19,6.447620774881517,422
2023-07-20,6.3252677129411765,425
2023-07-21,6.126825938679246,424
2023-07-22,5.37941206855792,423
2023-07-23,5.157821476190476,420
2023-07-24,6.793618241706161,422
2023-07-25,7.2243458199052135,422
2023-07-26,6.744241066350711,422
2023-07-27,6.254855541860466,430
2023-07-28,6.337318280742459,431
2023-07-29,4.884370759345795,428
2023-07-30,4.358174162352941,425
2023-07-31,6.2452327006960555,431
2023-08-01,6.224381233100233,429
2023-08-02,6.381524429906542,428
2023-08-03,6.229320046948357,426
2023-08-04,6.01325318501171,427
2023-08-05,5.136053133802816,426
2023-08-06,4.367134257683215,423
2023-08-07,5.448766114754098,427
2023-08-08,5.320088542253521,426
2023-08-09,5.616666807058824,425
2023-08-10,5.76176762529274,427
2023-08-11,5.411152204225352,426
2023-08-12,4.64525740521327,422
2023-08-13,4.039923693396227,424
2023-08-14,5.92499328372093,430
2023-08-15,6.070912309302325,430
2023-08-16,6.6615939584295605,433
2023-08-17,6.687892424528302,424
2023-08-18,6.008577408018868,424
2023-08-19,5.082114845238094,420
2023-08-20,4.782499125301205,415
2023-08-21,5.437467572446556,421
2023-08-22,5.747487572104019,423
2023-08-23,6.695511976190476,420
2023-08-24,6.814569261176471,425
2023-08-25,6.7017470657277,426
2023-08-26,5.528072457345971,422
2023-08-27,5.02962640430622,418
2023-08-28,6.933339142857142,427
2023-08-29,7.571714909090909,429
2023-08-30,7.0643748046511625,430
2023-08-31,6.800111765661253,431
2023-09-01,6.173802414117647,425
2023-09-02,5.277352599526067,422
2023-09-03,4.3256573071428575,420
2023-09-04,4.602503431980907,419
2023-09-05,6.4767436014150945,424
2023-09-06,6.81993870657277,426
2023-09-07,7.521978447058824,425
2023-09-08,7.709917430588235,425
2023-09-09,6.277965992890995,422
2023-09-10,5.470134129496403,417
2023-09-11,7.584325124705883,425
2023-09-12,6.846624791569086,427
2023-09-13,6.636818487119438,427
2023-09-14,6.76141112412178,427
2023-09-15,7.0349498286384975,426
2023-09-16,6.468966602836879,423
2023-09-17,5.47819056635071,422
2023-09-18,7.13281737236534,427
2023-09-19,7.2373666666666665,426
2023-09-20,7.363317644705882,425
2023-09-21,7.282738868852459,427
2023-09-22,7.1591359859484776,427
2023-09-23,5.360882492924528,424
2023-09-24,4.974739400954654,419
2023-09-25,7.130484751773049,423
2023-09-26,7.834063401425178,421
2023-09-27,7.875981197183099,426
2023-09-28,7.480593274881517,422
2023-09-29,6.956276030805687,422
2023-09-30,5.037861373205742,418
2023-10-01,5.219441657766991,412
2023-10-02,7.807782658711218,419
2023-10-03,9.066606412887827,419
2023-10-04,8.909750454761905,420
2023-10-05,9.088924916267942,418
2023-10-06,8.555385293975903,415
2023-10-07,6.607500466346154,416
2023-10-08,6.2641018289156625,415
2023-10-09,8.213826896385543,415
2023-10-10,8.580087085918855,419
2023-10-11,8.036866840095465,419
2023-10-12,8.235202711217184,419
2023-10-13,7.738436496420047,419
2023-10-14,6.8933654795180725,415
2023-10-15,5.836768173170732,410
2023-10-16,8.45753846793349,421
2023-10-17,10.019204722748814,422
2023-10-18,10.21784642352941,425
2023-10-19,10.98303984,425
2023-10-20,10.624316931603774,424
2023-10-21,7.744352095238095,420
2023-10-22,5.285058645083933,417
2023-10-23,7.416594327790974,421
2023-10-24,8.993082177033493,418
2023-10-25,8.223606507109004,422
2023-10-26,8.831301643705464,421
2023-10-27,9.222973830188678,424
2023-10-28,6.410501966666666,420
2023-10-29,5.243391626506024,415
2023-10-30,8.337861007177032,418
2023-10-31,10.014946116945108,419
2023-11-01,11.553073375296911,421
2023-11-02,13.225562330969266,423
2023-11-03,13.217565636150235,426
2023-11-04,12.296769624113477,423
2023-11-05,9.995369796208532,422
2023-11-06,9.581311206161137,422
2023-11-07,8.198977313679245,424
2023-11-08,8.014449604761905,420
2023-11-09,9.961200125890736,421
2023-11-10,10.876476102380952,420
2023-11-11,9.671817283333333,420
2023-11-12,9.468898577565632,419
2023-11-13,12.586351133802816,426
2023-11-14,12.680461781690141,426
2023-11-15,13.002035929411765,425
2023-11-16,11.826818276995306,426
2023-11-17,10.041139308235294,425
2023-11-18,7.907259120853081,422
2023-11-19,7.367662787735848,424
2023-11-20,8.17694923640662,423
2023-11-21,9.411837123831775,428
2023-11-22,10.770401781902553,431
2023-11-23,8.28056043255814,430
2023-11-24,6.84713618224299,428
2023-11-25,8.319180591121496,428
2023-11-26,8.631950440758294,422
2023-11-27,9.694383352668215,431
2023-11-28,11.568935776223777,429
2023-11-29,12.546153046620045,429
2023-11-30,12.009427791569086,427
2023-12-01,11.66691018309859,426
2023-12-02,9.233706955082742,423
2023-12-03,8.050997345238095,420
2023-12-04,11.480115742924529,424
2023-12-05,12.894339865248227,423
2023-12-06,11.153029678403756,426
2023-12-07,10.82786873943662,426
2023-12-08,10.563280922352941,425
2023-12-09,9.012114330935251,417
2023-12-10,8.543975028503564,421
2023-12-11,11.706748490610329,426
2023-12-12,12.759615103044498,427
2023-12-13,12.194043803278689,427
2023-12-14,13.616445627314816,432
2023-12-15,14.422821479166666,432
2023-12-16,12.371009272727273,429
2023-12-17,10.803889857476635,428
2023-12-18,10.552460128205128,429
2023-12-19,10.208025318706698,433
2023-12-20,10.610379292343389,431
2023-12-21,11.29690559164733,431
2023-12-22,11.571319537037038,432
2023-12-23,9.629474198135199,429
2023-12-24,8.587342454976303,422
2023-12-25,7.288011770685579,423
2023-12-26,10.08839964102564,429
2023-12-27,10.87609613317757,428
2023-12-28,10.391780800464037,431
2023-12-29,10.30552154734411,433
2023-12-30,9.021551863109048,431
2023-12-31,8.619280511574074,432
2024-01-01,8.045446357967668,433
2024-01-02,10.051907114416476,437
2024-01-03,10.724797857798166,436
2024-01-04,9.349369598623852,436
2024-01-05,10.79591300921659,434
2024-01-06,9.372969699300699,429
2024-01-07,6.287997279720279,429
2024-01-08,8.985584808857809,429
2024-01-09,9.540334833718244,433
2024-01-10,8.397431164351852,432
2024-01-11,9.577984767281107,434
2024-01-12,10.07757806235566,433
2024-01-13,7.48860124537037,432
2024-01-14,6.79737150812065,431
2024-01-15,9.154612997685184,432
2024-01-16,10.436190424942263,433
2024-01-17,11.326766775981524,433
2024-01-18,13.685537155963303,436
2024-01-19,11.921209565517241,435
2024-01-20,8.436720297235022,434
2024-01-21,7.61916288248848,434
2024-01-22,11.537848255760368,434
2024-01-23,12.955629744239632,434
2024-01-24,12.049782181609196,435
2024-01-25,11.158608009389672,426
2024-01-26,9.685481034642033,433
2024-01-27,8.533403482517482,429
2024-01-28,7.814182762790697,430
2024-01-29,10.16134988425926,432
2024-01-30,11.47314698173516,438
2024-01-31,11.317185889908256,436
2024-02-01,10.572650078886312,431
2024-02-02,8.43660375638051,431
2024-02-03,6.87110381030445,427
2024-02-04,6.673965514084507,426
2024-02-05,8.453340344186048,430
2024-02-06,10.27495480778032,437
2024-02-07,10.571293574712644,435
2024-02-08,10.382510898850574,435
2024-02-09,9.722518467592593,432
2024-02-10,8.22016515116279,430
2024-02-11,6.789320738317757,428
2024-02-12,10.040074125290023,431
2024-02-13,10.477036178899082,436
2024-02-14,9.362565066513762,436
2024-02-15,9.762659556581985,433
2024-02-16,8.649560364055299,434
2024-02-17,6.238639721962617,428
2024-02-18,7.11653582175926,432
2024-02-19,10.09204929953917,434
2024-02-20,11.329915096551725,435
2024-02-21,10.076254838337183,433
2024-02-22,10.494669740139212,431
2024-02-23,10.182452349425288,435
2024-02-24,8.298721642857142,434
2024-02-25,7.8382747581395344,430
2024-02-26,9.834847097222223,432
2024-02-27,7.836576386574074,432
2024-02-28,7.123324291954023,435
2024-02-29,6.968976773455378,437
2024-03-01,7.95673166745283,424
2024-03-02,6.337606895981088,423
2024-03-03,5.073334126190477,420
2024-03-04,7.0784307139479905,423
2024-03-05,7.731216244655582,421
2024-03-06,7.834186364066193,423
2024-03-07,6.604563960093897,426
2024-03-08,7.06384254245283,424
2024-03-09,5.940716914691944,422
2024-03-10,5.584634425531915,423
2024-03-11,7.563292103529411,425
2024-03-12,8.520630047619047,420
2024-03-13,9.289090603325416,421
2024-03-14,8.126828637231505,419
2024-03-15,6.558432175355451,422
2024-03-16,5.987847524940618,421
2024-03-17,4.675299639618138,419
2024-03-18,6.284926042755345,421
2024-03-19,7.477862002364066,423
2024-03-20,8.217029513064134,421
2024-03-21,7.248065089201878,426
2024-03-22,7.664305592941177,425
2024-03-23,4.966356852731592,421
2024-03-24,4.196636076555024,418
2024-03-25,6.262199420803783,423
2024-03-26,6.239030867924528,424
2024-03-27,7.864100241050119,419
2024-03-28,8.212692345323742,417
2024-03-29,6.5522738939759035,415
2024-03-30,5.582350012106537,413
2024-03-31,4.801878558024692,405
2024-04-01,7.291587624096385,415
2024-04-02,7.097659167064439,419
2024-04-03,6.587238654676258,417
2024-04-04,6.380988958937198,414
2024-04-05,5.6784032843373495,415
2024-04-06,4.598716753026634,413
2024-04-07,5.526906718826406,409
2024-04-08,8.464626064903847,416
2024-04-09,8.302733536057692,416
2024-04-10,8.106179259615384,416
2024-04-11,7.510196835322195,419
2024-04-12,6.179322339712918,418
2024-04-13,4.693890716707021,413
2024-04-14,4.984355153658536,410
2024-04-15,6.6543086634615385,416
2024-04-16,6.915500610047847,418
2024-04-17,7.172081866983373,421
2024-04-18,6.505827061611375,422
2024-04-19,5.89792460952381,420
2024-04-20,4.751734551558753,417
2024-04-21,4.923539266187051,417
2024-04-22,6.973858997613366,419
2024-04-23,6.801106878571428,420
2024-04-24,5.876035312348669,413
2024-04-25,5.462473043062201,418
2024-04-26,5.427489925659473,417
2024-04-27,4.11208812039312,407
2024-04-28,4.720809188118812,404
2024-04-29,6.719989587951807,415
2024-04-30,6.49676198561151,417
2024-05-01,6.151342159806296,413
2024-05-02,6.598998496350364,411
2024-05-03,5.8925929662650605,415
2024-05-04,4.3914605364077675,412
2024-05-05,3.61234285012285,407
2024-05-06,5.732338659313725,408
2024-05-07,5.881926833333334,408
2024-05-08,5.62412249879518,415
2024-05-09,5.621113261390887,417
2024-05-10,5.649781519230769,416
2024-05-11,5.1028600504807695,416
2024-05-12,4.690956684337349,415
2024-05-13,6.479015119617225,418
2024-05-14,6.406987789976134,419
2024-05-15,6.1986959856801915,419
2024-05-16,5.95827960576923,416
2024-05-17,6.405614620437956,411
2024-05-18,5.290724345588235,408
2024-05-19,4.180726152334152,407
2024-05-20,5.820575031784841,409
2024-05-21,5.927310234146342,410
2024-05-22,5.904272226829268,410
2024-05-23,5.860398892944039,411
2024-05-24,5.978608497572815,412
2024-05-25,4.2469822092457425,411
2024-05-26,3.8730022720588235,408
2024-05-27,4.189318597051597,407
2024-05-28,5.6687511564792175,409
2024-05-29,5.793095549397591,415
2024-05-30,5.99547640625,416
2024-05-31,6.588613749397591,415
2024-06-01,5.341636976019185,417
2024-06-02,4.359216270731707,410
2024-06-03,6.085525898305085,413
2024-06-04,5.766812026763991,411
2024-06-05,6.166226835714285,420
2024-06-06,6.463810481042654,422
2024-06-07,6.054914308056873,422
2024-06-08,4.822235733173077,416
2024-06-09,3.766633530120482,415
2024-06-10,5.224433380382775,418
2024-06-11,6.437431107142857,420
2024-06-12,6.77509228708134,418
2024-06-13,6.890490580722891,415
2024-06-14,6.490487925301205,415
2024-06-15,5.175473669082126,414
2024-06-16,4.074132686131387,411
2024-06-17,5.013368968446602,412
2024-06-18,4.981990251815981,413
2024-06-19,5.660526486552568,409
2024-06-20,6.057782329297821,413
2024-06-21,6.367900252403846,416
2024-06-22,5.598413549878345,411
2024-06-23,4.387765409756097,410
2024-06-24,5.3611809879227055,414
2024-06-25,5.962844905797102,414
2024-06-26,5.955820159036145,415
2024-06-27,5.028414213429257,417
2024-06-28,5.343787698564594,418
2024-06-29,4.373848740291263,412
2024-06-30,3.941926943627451,408
2024-07-01,4.840747004796163,417
2024-07-02,5.6842322619047625,420
2024-07-03,6.0487174547619045,420
2024-07-04,4.932713891566265,415
2024-07-05,5.494872707838479,421
2024-07-06,4.937264211401425,421
2024-07-07,4.607175260143198,419
2024-07-08,6.291539495215311,418
2024-07-09,6.913346863414634,410
2024-07-10,6.409124678743962,414
2024-07-11,6.744691889156626,415
2024-07-12,7.335103434782608,414
2024-07-13,5.6351866195121945,410
2024-07-14,4.66521862990196,408
2024-07-15,5.714293033734941,415
2024-07-16,5.847138388888889,414
2024-07-17,5.837874555288462,416
2024-07-18,5.849869582938389,422
2024-07-19,6.3343251678487,423
2024-07-20,5.639589119331743,419
2024-07-21,4.601308600484261,413
2024-07-22,6.392610647482014,417
2024-07-23,6.717345927536232,414
2024-07-24,6.290359167865708,417
2024-07-25,6.0660853741007195,417
2024-07-26,6.015898569711538,416
2024-07-27,5.231761251207729,414
2024-07-28,4.674428012195122,410
2024-07-29,5.868928448441247,417
2024-07-30,5.857371628915662,415
2024-07-31,6.254271199040767,417
2024-08-01,7.133998717703349,418
2024-08-02,6.933868250596659,419
2024-08-03,5.452194804819277,415
2024-08-04,4.953870028846154,416
2024-08-05,6.621599098557692,416
2024-08-06,6.150995811594203,414
2024-08-07,5.503230901204819,415
2024-08-08,5.703276492822967,418
2024-08-09,5.168587468899521,418
2024-08-10,4.684651359903381,414
2024-08-11,4.461900866828087,413
2024-08-12,6.07832773444976,418
2024-08-13,6.212289770883055,419
2024-08-14,6.487190880952381,420
2024-08-15,6.788407145584726,419
2024-08-16,6.573461763157895,418
2024-08-17,4.490003330935251,417
2024-08-18,3.9604538389423074,416
2024-08-19,5.911114908872902,417
2024-08-20,5.962448745238095,420
2024-08-21,6.264892572792363,419
2024-08-22,6.582520642685851,417
2024-08-23,6.582901940476191,420
2024-08-24,5.675958928229665,418
2024-08-25,5.156982370813397,418
2024-08-26,7.568357421428572,420
2024-08-27,7.812364287410927,421
2024-08-28,6.8956341071428575,420
2024-08-29,6.498921807142858,420
2024-08-30,6.641468727272728,418
2024-08-31,5.516454784688995,418
2024-09-01,4.617145971084337,415
2024-09-02,3.991485543478261,414
2024-09-03,6.750823745803357,417
2024-09-04,7.787632243436755,419
2024-09-05,8.058545933333333,420
2024-09-06,7.233827565947243,417
2024-09-07,5.365130660146699,409
2024-09-08,5.382599694376529,409
2024-09-09,8.029400384615384,416
2024-09-10,8.459208455635492,417
2024-09-11,7.7862300623501195,417
2024-09-12,7.092722875598087,418
2024-09-13,7.398026863961814,419
2024-09-14,5.777662007211538,416
2024-09-15,4.472729033816425,414
2024-09-16,5.946145715990453,419
2024-09-17,6.6235564399038465,416
2024-09-18,7.482536634615385,416
2024-09-19,7.246896578313253,415
2024-09-20,7.494677689903846,416
2024-09-21,5.979498428223844,411
2024-09-22,5.322794360294118,408
2024-09-23,7.10040271942446,417
2024-09-24,7.503954011933175,419
2024-09-25,7.210169627403847,416
2024-09-26,7.870351446555819,421
2024-09-27,8.201895923444976,418
2024-09-28,6.732657567307692,416
2024-09-29,5.690504685851319,417
2024-09-30,8.362370324582338,419
2024-10-01,8.608081383693046,417
2024-10-02,9.138170519138756,418
2024-10-03,9.660340995238094,420
2024-10-04,9.351734071090048,422
2024-10-05,7.159742139810427,422
2024-10-06,6.510085833333333,420
2024-10-07,8.690338536817102,421
2024-10-08,9.725402940047962,417
2024-10-09,9.774195747596155,416
2024-10-10,9.284928156626506,415
2024-10-11,10.25945830769231,416
2024-10-12,8.128181166666668,414
2024-10-13,6.3641559170731705,410
2024-10-14,7.0257944375,416
2024-10-15,8.018412278846155,416
2024-10-16,6.942019368932039,412
2024-10-17,7.949919809178745,414
2024-10-18,8.40671092124105,419
2024-10-19,9.196869527710843,415
2024-10-20,9.449894840963855,415
2024-10-21,12.172592081145586,419
2024-10-22,12.212744237410073,417
2024-10-23,11.181934353221958,419
2024-10-24,9.836598767772513,422
2024-10-25,11.271873085308057,422
2024-10-26,9.700915111374407,422
2024-10-27,8.612421071770335,418
2024-10-28,8.340375174224343,419
2024-10-29,7.2385487553956835,417
2024-10-30,8.337805459330143,418
2024-10-31,8.852746560859188,419
2024-11-01,8.693653811904761,420
2024-11-02,6.937479615384616,416
2024-11-03,5.500376873479319,411
2024-11-04,7.914294283980583,412
2024-11-05,8.564121105515587,417
2024-11-06,7.399053203836931,417
2024-11-07,8.436902059808613,418
2024-11-08,9.469111907363422,421
2024-11-09,9.240737472553699,419
2024-11-10,9.502980028639618,419
2024-11-11,9.044841942720764,419
2024-11-12,7.814551565320666,421
2024-11-13,10.12258612142857,420
2024-11-14,11.275344173809524,420
2024-11-15,9.526152556872038,422
2024-11-16,6.962269392857143,420
2024-11-17,7.887659687350835,419
2024-11-18,9.633242626477541,423
2024-11-19,10.115208523584906,424
2024-11-20,10.934648971360382,419
2024-11-21,11.321260539568346,417
2024-11-22,11.580005730310264,419
2024-11-23,8.534982002398083,417
2024-11-24,6.589330891566265,415
2024-11-25,10.243695381861576,419
2024-11-26,10.157796549528301,424
2024-11-27,9.515151182033097,423
2024-11-28,6.550955083333333,420
2024-11-29,7.9716159575471695,424
2024-11-30,9.229807548463356,423
2024-12-01,10.324243676122931,423
2024-12-02,12.756935853080568,422
2024-12-03,12.309833725118484,422
2024-12-04,11.963124349168647,421
2024-12-05,10.31148679047619,420
2024-12-06,11.264515397163121,423
2024-12-07,11.169156859484778,427
2024-12-08,9.728404630588235,425
2024-12-09,10.354608011792452,424
2024-12-10,9.691859585308057,422
2024-12-11,11.185918964871194,427
2024-12-12,10.848547910165484,423
2024-12-13,10.899165981176472,425
2024-12-14,9.569827471830985,426
2024-12-15,9.302044910588235,425
2024-12-16,11.325923620608899,427
2024-12-17,11.14221997393365,422
2024-12-18,11.585317002364066,423
2024-12-19,11.37320081690141,426
2024-12-20,12.146682082159625,426
2024-12-21,10.173517118203309,423
