date,ozone,ozone_n_stations
2024-08-16,0.03536017213114754,1220
2024-08-17,0.03319784336356142,1213
2024-08-18,0.03281045596707819,1215
2024-08-19,0.032716472563472564,1221
2024-08-20,0.03334464150943396,1219
2024-08-21,0.034226433278418456,1214
2024-08-22,0.03498277567789647,1217
2024-08-23,0.03727463918367347,1225
2024-08-24,0.03818787181594084,1217
2024-08-25,0.03789193601312551,1219
2024-08-26,0.036988205400982,1222
2024-08-27,0.03890636161449753,1214
2024-08-28,0.036505657048639735,1213
2024-08-29,0.03420606710310965,1222
2024-08-30,0.033406350245499185,1222
2024-08-31,0.03364854224774405,1219
2024-09-01,0.03368541455437449,1223
2024-09-02,0.03240195809367297,1217
2024-09-03,0.033870577395577396,1221
2024-09-04,0.035415650406504066,1230
2024-09-05,0.0355017812244898,1225
2024-09-06,0.032842166802943586,1223
2024-09-07,0.03205092522596548,1217
2024-09-08,0.03266156332236842,1216
2024-09-09,0.0335369180999181,1221
2024-09-10,0.035166524938675385,1223
2024-09-11,0.03613855817737998,1229
2024-09-12,0.03781906661184211,1216
2024-09-13,0.03465757107843137,1224
2024-09-14,0.03452079245283019,1219
2024-09-15,0.032704572839506174,1215
2024-09-16,0.03215038683127572,1215
2024-09-17,0.03185427002477292,1211
2024-09-18,0.03215214979423868,1215
2024-09-19,0.03336647865353038,1218
2024-09-20,0.03396473142857143,1225
2024-09-21,0.03445431234668847,1223
2024-09-22,0.03173691468416735,1219
2024-09-23,0.029014253071253073,1221
2024-09-24,0.029747705930807247,1214
2024-09-25,0.029807967445742902,1198
2024-09-26,0.03065783207388749,1191
2024-09-27,0.0322102128922816,1179
2024-09-28,0.03187550382327953,1177
2024-09-29,0.029025707979626485,1178
2024-09-30,0.028632128248114,1193
2024-10-01,0.030116031007751936,1161
2024-10-02,0.032149975149957155,1167
2024-10-03,0.033974196229648666,1167
2024-10-04,0.03347154670094259,1167
2024-10-05,0.035668979363714534,1163
