date,humidity,humidity_n_stations
2024-04-22,47.161603840686276,408
2024-04-23,51.748803254901965,408
2024-04-24,54.83380918872549,408
2024-04-25,58.7876891990172,407
2024-04-26,64.81785182843137,408
2024-04-27,66.80260057037037,405
2024-04-28,64.35536694074074,405
2024-04-29,58.790224145320195,406
2024-04-30,56.116727284313725,408
2024-05-01,55.42030720681265,411
2024-05-02,56.48167081219513,410
2024-05-03,61.209193885085575,409
2024-05-04,65.60467422249388,409
2024-05-05,67.16723050735294,408
2024-05-06,66.80165764390244,410
2024-05-07,58.209631420537896,409
2024-05-08,58.54511253789731,409
2024-05-09,59.74379361463415,410
2024-05-10,58.122212936430316,409
2024-05-11,54.172756675609754,410
2024-05-12,55.90424539119804,409
2024-05-13,57.88698675061124,409
2024-05-14,62.20731122493888,409
2024-05-15,62.308355534146344,410
2024-05-16,60.9973200804878,410
2024-05-17,59.11295935452323,409
2024-05-18,58.351330100244496,409
2024-05-19,56.392118535279806,411
2024-05-20,60.345796752427184,412
2024-05-21,58.656819677184465,412
2024-05-22,54.91756417961165,412
2024-05-23,57.556805560679614,412
2024-05-24,56.739578743341404,413
2024-05-25,60.75863638014528,413
2024-05-26,60.23583391747572,412
2024-05-27,58.5087440902439,410
2024-05-28,54.67945031476998,413
2024-05-29,54.01251607038835,412
2024-05-30,52.03475666343825,413
2024-05-31,50.25419485679612,412
2024-06-01,53.438019439320385,412
2024-06-02,57.49845636253041,411
2024-06-03,60.12838613868613,411
2024-06-04,58.53953674576272,413
2024-06-05,56.82651253381643,414
2024-06-06,53.12379677349397,415
2024-06-07,49.89499978554216,415
2024-06-08,53.55198547572815,412
2024-06-09,55.62768083902439,410
2024-06-10,54.520790635922324,412
2024-06-11,52.48763229227053,414
2024-06-12,49.47959219082126,414
2024-06-13,49.538179031477,413
2024-06-14,51.58991277128954,411
2024-06-15,47.28510416097561,410
2024-06-16,47.48369765853659,410
2024-06-17,53.37033182195122,410
2024-06-18,52.253178508515816,411
2024-06-19,53.09946442579076,411
2024-06-20,54.994438851219506,410
2024-06-21,56.84244400243309,411
2024-06-22,53.77607828850856,409
2024-06-23,50.269256053921566,408
2024-06-24,47.17630839608802,409
2024-06-25,47.894302411764706,408
2024-06-26,54.45514816707617,407
2024-06-27,55.95941138780488,410
2024-06-28,52.686202541463416,410
